,אזור המכירה:,בעלות נוכחית,בעלות קודמת,זיהום מירבי,טסט עד,יד,מוכן להחלפה,מותאם לנכים,סוג,סוג מנוע,סמ״ק,צבע,קילומטראז',שנה,תאריך עליה לכביש,תיבת הילוכים,שם הסוכנות:,מחיר
3344,רמלה,פרטית,,15,,1,לא,לא,קאדילק XT5,בנזין,1997,אפור מטאלי,"18,000",2021,01/2021,אוטומט,,"295,000 ₪"
3345,נהריה,פרטית,פרטית,3,01/2022,2,לא,לא,יונדאי סונטה הייבריד,בנזין,1999,שחור,"80,000",2018,01/2018,אוטומט,,"115,000 ₪"
3346,חדרה,ליסינג,,2,09/2022,1,כן,לא,יונדאי איוניק,בנזין,1580,לבן,"125,000",2018,09/2018,אוטומט,כפיר עסקי רכב,"79,000 ₪"
3347,חיפה,פרטית,פרטית,NaN,06/2022,2,לא,לא,מאזדה 323 לאנטיס,בנזין,1598,ירוק בקבוק,"179,000",2000,10/2000,אוטומט,,"5,000 ₪"
3348,ג'וליס,פרטית,פרטית,7,,2,לא,לא,רנו מגאן גראנד קופה,דיזל,1461,כסוף מטאלי,"160,000",2018,08/2018,אוטומט,,"84,000 ₪"
3349,ראש העין,פרטית,פרטית,9,03/2022,2,לא,לא,סוזוקי ספלאש,בנזין,1242,לבן מטאלי,"68,000",2014,03/2014,אוטומט,,"35,000 ₪"
3350,שפרעם,פרטית,פרטית,14,12/2022,3,לא,לא,סקודה אוקטביה,בנזין,1197,כסף מטלי,"134,000",2011,12/2011,אוטומט,,"30,000 ₪"
3351,גן יבנה,פרטית,,3,03/2022,1,לא,כן,טויוטה C-HR,בנזין,1798,אפור מטאלי,"33,000",2018,03/2018,אוטומט,,"120,000 ₪"
3352,רחובות,פרטית,,15,06/2022,1,כן,לא,מרצדס SL,בנזין,4663,לבן,"60,000",2016,06/2016,אוטומט,רן - שי,"465,000 ₪"
3353,טמרה,פרטית,פרטית,3,01/2022,2,כן,לא,ב.מ.וו X5,היברידי חשמל / בנזין,1997,לבן פנינה,"90,000",2017,01/2017,אוטומט,סלימאן קאר,לא צוין מחיר
3354,עספיא,פרטית,,11,01/2023,1,כן,לא,סקודה קודיאק,בנזין,1498,ברונזה,"88,000",2019,01/2019,אוטומט,הלון נביל,לא צוין מחיר
3355,חולון,פרטית,פרטית,15,12/2022,3,כן,לא,מיצובישי גרנדיס,בנזין,2378,אפור,"199,000",2006,,אוטומט,גיא לוי,"19,900 ₪"
3356,קרית אתא,פרטית,,NaN,12/2023,0,לא,לא,מרצדס E-Class,היברידי חשמל / בנזין,1991,לבן מטאלי,,2021,09/2021,אוטומט,OP סוכנויות רכב,"424,900 ₪"
3357,ראשון לציון,פרטית,פרטית,14,,2,כן,לא,ב.מ.וו סדרה 4,בנזין,2998,אפור מטאלי,"105,000",2017,,אוטומט,קלאסיק מוטורס,"299,000 ₪"
3358,ראשון לציון,פרטית,,11,,1,לא,לא,סקודה אוקטביה,בנזין,1197,אפור מטאלי,,2016,,אוטומט,.,"46,500 ₪"
3359,פתח תקווה,פרטית,,5,01/2022,1,כן,לא,סקודה אוקטביה ספייס,בנזין,999,לבן,"22,000",2021,01/2021,אוטומט,אוטו מוטור,"125,000 ₪"
3360,סביון,ייבוא מקביל,,15,05/2022,1,כן,לא,מרצדס S-Class,היברידי חשמל / בנזין,2996,אפור עכבר,"9,000",2021,06/2021,אוטומט,נחמן לוי,"595,000 ₪"
3361,הוד השרון,פרטית,פרטית,15,08/2022,3,לא,לא,מאזדה 3,בנזין,1598,כחול כהה,"139,000",2009,08/2009,אוטומט,טיימס קאר,"26,900 ₪"
3362,בת ים,פרטית,פרטית,15,03/2022,2,כן,לא,דודג' קאליבר,בנזין,1998,שמפניה,"98,000",2007,,אוטומט,.,"20,000 ₪"
3363,כפר יאסיף,השכרה,,2,10/2023,1,לא,לא,טויוטה קורולה,בנזין,1798,שחור מטאלי,1,2021,09/2021,אוטומט,רכב הצפון כפר יאסיף,"132,000 ₪"
3364,פתח תקווה,פרטית,,13,05/2022,1,כן,כן,שברולט מאליבו,בנזין,1490,לבן,"108,000",2017,05/2017,אוטומט,מילר קאר,"69,900 ₪"
3365,חדרה,פרטית,ליסינג,13,08/2022,2,לא,לא,קיה סיד / CEED,דיזל,1582,שחור מטאלי,"98,000",2016,08/2016,אוטומט,משה,"44,500 ₪"
3366,מודיעין מכבים רעות,פרטית,,2,11/2022,1,כן,לא,ב.מ.וו סדרה 7,בנזין,2998,שחור מטאלי,"59,620",2017,11/2017,אוטומט,דור מוטורס,לא צוין מחיר
3367,חולון,פרטית,,7,12/2021,1,כן,לא,ניסאן מיקרה,בנזין,1198,לבן,"99,000",2018,12/2018,אוטומט,EFI AUTO TRADE,"51,000 ₪"
3368,חולון,פרטית,,15,05/2022,1,כן,לא,שברולט קאמארו,בנזין,3600,לבן פנינה,"25,000",2019,08/2019,אוטומט,הרכב הנכון,"289,000 ₪"
3369,מחניים,פרטית,,6,09/2022,1,כן,לא,סקודה פאביה,בנזין,999,לבן מטאלי,"195,000",2017,09/2017,ידנית,מאסטר קאר,"39,900 ₪"
3370,מודיעין מכבים רעות,פרטית,פרטית,13,10/2022,2,לא,לא,שברולט מאליבו,בנזין,1490,כחול כהה מטאלי,"93,000",2016,10/2016,אוטומט,,"60,000 ₪"
3371,ראשון לציון,פרטית,פרטית,11,01/2022,2,לא,לא,מאזדה 3,בנזין,1998,לבן פנינה,"15,000",2021,01/2021,אוטומט,,"137,000 ₪"
3372,ירושלים,פרטית,ליסינג,NaN,08/2022,3,לא,לא,סוזוקי ליאנה,בנזין,1586,לבן פנינה,"170,000",2006,08/2006,אוטומט,,"5,600 ₪"
3373,יבנה,פרטית,פרטית,11,06/2022,4,לא,לא,סיאט איביזה,בנזין,1197,לבן,"157,000",2013,,אוטומט,,"37,000 ₪"
3374,חדרה,פרטית,,1,12/2024,1,לא,לא,טסלה מודל 3,חשמלי,,לבן פנינה,800,2021,12/2021,אוטומט,,"210,000 ₪"
3375,חיפה,פרטית,פרטית,15,07/2022,3,לא,לא,סיטרואן C4,בנזין,1598,לבן,"71,000",2012,07/2012,אוטומט,,"22,000 ₪"
3376,חיפה,פרטית,פרטית,15,07/2022,3,לא,לא,ג'יפ / Jeep רנגלר ארוך,בנזין,3604,חום מטאלי,"45,000",2019,07/2019,אוטומט,,"310,000 ₪"
3377,ירושלים,פרטית,,15,11/2022,1,לא,לא,טויוטה אוונסיס,בנזין,1998,אפור מטאלי,"185,750",2006,,אוטומט,,"12,000 ₪"
3378,רחובות,פרטית,פרטית,NaN,12/2022,4,לא,לא,סוזוקי איגניס,בנזין,1328,אפור,"203,360",2002,,אוטומט,,"5,950 ₪"
3379,גבעתיים,פרטית,פרטית,12,07/2022,3,כן,לא,אאודי A1,בנזין,1390,קרם,"158,000",2011,11/2011,אוטומט,,"40,700 ₪"
3380,קרית עקרון,פרטית,פרטית,15,09/2022,3,כן,לא,פורד S-מקס,בנזין,1999,כחול כהה מטאלי,"110,000",2013,08/2013,אוטומט,,"30,000 ₪"
3381,רמלה,פרטית,,15,,1,לא,לא,קאדילק XT5,בנזין,1997,אפור מטאלי,"18,000",2021,01/2021,אוטומט,,"295,000 ₪"
3382,נהריה,פרטית,פרטית,3,01/2022,2,לא,לא,יונדאי סונטה הייבריד,בנזין,1999,שחור,"80,000",2018,01/2018,אוטומט,,"115,000 ₪"
3383,חולון,פרטית,פרטית,15,03/2022,3,לא,לא,אאודי Q5,בנזין,1984,שחור מטאלי,"110,000",2015,06/2015,אוטומט,אוטו טרייד,לא צוין מחיר
3384,חיפה,פרטית,פרטית,NaN,06/2022,2,לא,לא,מאזדה 323 לאנטיס,בנזין,1598,ירוק בקבוק,"179,000",2000,10/2000,אוטומט,,"5,000 ₪"
3385,ג'וליס,פרטית,פרטית,7,,2,לא,לא,רנו מגאן גראנד קופה,דיזל,1461,כסוף מטאלי,"160,000",2018,08/2018,אוטומט,,"84,000 ₪"
3386,ראש העין,פרטית,פרטית,9,03/2022,2,לא,לא,סוזוקי ספלאש,בנזין,1242,לבן מטאלי,"68,000",2014,03/2014,אוטומט,,"35,000 ₪"
3387,שפרעם,פרטית,פרטית,14,12/2022,3,לא,לא,סקודה אוקטביה,בנזין,1197,כסף מטלי,"134,000",2011,12/2011,אוטומט,,"30,000 ₪"
3388,גן יבנה,פרטית,,3,03/2022,1,לא,כן,טויוטה C-HR,בנזין,1798,אפור מטאלי,"33,000",2018,03/2018,אוטומט,,"120,000 ₪"
3389,ביתר עילית,פרטית,פרטית,13,07/2022,3,לא,לא,קיה סיד / CEED,בנזין,1591,חום מטאלי,"220,000",2013,07/2013,אוטומט,הכל לרכב ביתר עלית,"22,000 ₪"
3390,ירושלים,פרטית,,7,09/2022,1,לא,לא,אאודי A4,בנזין,1984,לבן פנינה,"88,000",2017,09/2017,אוטומט,איציק רכבים,לא צוין מחיר
3391,קרית אתא,פרטית,,NaN,12/2022,0,כן,לא,מרצדס E-Class,היברידי חשמל / דיזל,1950,לבן מטאלי,,2021,,אוטומט,OP סוכנויות רכב,"399,900 ₪"
3392,פתח תקווה,פרטית,פרטית,15,02/2022,2,כן,לא,שברולט טראוורס,בנזין,3564,שחור מטאלי,"170,000",2017,02/2017,אוטומט,דרייב מוטורס,לא צוין מחיר
3393,חריש,פרטית,ליסינג,13,10/2022,3,לא,לא,דייהטסו סיריון,בנזין,1298,שחור מטאלי,"180,000",2007,10/2007,אוטומט,משה,"16,500 ₪"
3394,חולון,פרטית,,13,08/2022,1,כן,לא,אאודי A4,בנזין,1798,כסף מטלי,"80,000",2015,08/2015,אוטומט,הרכב הנכון,"104,000 ₪"
3395,עפולה,פרטית,פרטית,14,04/2022,2,כן,לא,ניסאן ג'וק / Juke,בנזין,1598,שחור,"77,000",2012,04/2012,אוטומט,בריאל,"44,900 ₪"
3396,שפרעם,פרטית,פרטית,8,03/2023,3,לא,לא,פיאט 500,בנזין,1242,ירוק בהיר,"31,000",2017,02/2017,אוטומט,Top Motors,"39,000 ₪"
3397,חולון,פרטית,ליסינג,11,02/2022,3,לא,לא,יונדאי i10,בנזין,1248,כסוף מטאלי,"168,000",2015,02/2015,אוטומט,שאול מימון רכבים בעמ,"32,000 ₪"
3398,ראשון לציון,פרטית,,15,05/2022,1,כן,לא,קיה קרניבל,בנזין,3342,שחור,"85,172",2016,05/2016,אוטומט,טרייד מוביל,"146,900 ₪"
3399,ראשון לציון,פרטית,,15,,0,כן,לא,ב.מ.וו X5,דיזל,2993,שחור מטאלי,,2021,,אוטומט,AYALONMOTORS,לא צוין מחיר
3400,ראשון לציון,ליסינג,,2,02/2022,1,כן,לא,טויוטה קורולה,בנזין,1798,כסוף מטאלי,"91,000",2019,02/2019,אוטומט,אופרייט,"102,900 ₪"
3401,ראשון לציון,פרטית,פרטית,12,05/2022,2,כן,לא,מאזדה CX-30,בנזין,2488,כסוף,"18,000",2021,05/2021,אוטומט,אדיר ליסינג,"159,000 ₪"
3402,ראשון לציון,פרטית,פרטית,NaN,01/2023,2,כן,לא,סקודה סופרב (2019 ואילך),היברידי חשמל / בנזין,1395,אפור מטאלי,"10,835",2021,01/2021,אוטומט,טרייד מוביל,"224,900 ₪"
3403,שילת,פרטית,,15,10/2022,1,כן,לא,אופל אסטרה,טורבו דיזל,1598,לבן,"140,000",2017,10/2017,אוטומט,סולי קאר,"44,800 ₪"
3404,ראשון לציון,ייבוא מקביל,,11,07/2022,1,לא,לא,מאזדה 3,בנזין,1998,אפור,1,2021,07/2021,אוטומט,טרייד מוביל,"145,900 ₪"
3405,חיפה,פרטית,,3,07/2022,1,כן,לא,מיצובישי ספייס סטאר,בנזין,1193,אדום מטאלי,"175,000",2015,07/2015,אוטומט,רכב קליל,"31,000 ₪"
3406,חדרה,ליסינג,,7,07/2022,1,לא,לא,רנו מגאן גראנד קופה,דיזל,1461,לבן מטאלי,"101,000",2018,07/2018,אוטומט,אופרייט,"88,000 ₪"
3407,חיפה,פרטית,פרטית,15,07/2022,3,לא,לא,סיטרואן C4,בנזין,1598,לבן,"71,000",2012,07/2012,אוטומט,,"22,000 ₪"
3408,חיפה,פרטית,פרטית,15,07/2022,3,לא,לא,ג'יפ / Jeep רנגלר ארוך,בנזין,3604,חום מטאלי,"45,000",2019,07/2019,אוטומט,,"310,000 ₪"
3409,ירושלים,פרטית,,15,11/2022,1,לא,לא,טויוטה אוונסיס,בנזין,1998,אפור מטאלי,"185,750",2006,,אוטומט,,"12,000 ₪"
3410,רחובות,פרטית,פרטית,NaN,12/2022,4,לא,לא,סוזוקי איגניס,בנזין,1328,אפור,"203,360",2002,,אוטומט,,"5,950 ₪"
3411,גבעתיים,פרטית,פרטית,12,07/2022,3,כן,לא,אאודי A1,בנזין,1390,קרם,"158,000",2011,11/2011,אוטומט,,"40,700 ₪"
3412,קרית עקרון,פרטית,פרטית,15,09/2022,3,כן,לא,פורד S-מקס,בנזין,1999,כחול כהה מטאלי,"110,000",2013,08/2013,אוטומט,,"30,000 ₪"
3413,רמלה,פרטית,,15,,1,לא,לא,קאדילק XT5,בנזין,1997,אפור מטאלי,"18,000",2021,01/2021,אוטומט,,"295,000 ₪"
3414,נהריה,פרטית,פרטית,3,01/2022,2,לא,לא,יונדאי סונטה הייבריד,בנזין,1999,שחור,"80,000",2018,01/2018,אוטומט,,"115,000 ₪"
3415,חיפה,פרטית,פרטית,NaN,06/2022,2,לא,לא,מאזדה 323 לאנטיס,בנזין,1598,ירוק בקבוק,"179,000",2000,10/2000,אוטומט,,"5,000 ₪"
3416,ג'וליס,פרטית,פרטית,7,,2,לא,לא,רנו מגאן גראנד קופה,דיזל,1461,כסוף מטאלי,"160,000",2018,08/2018,אוטומט,,"84,000 ₪"
3417,ראש העין,פרטית,פרטית,9,03/2022,2,לא,לא,סוזוקי ספלאש,בנזין,1242,לבן מטאלי,"68,000",2014,03/2014,אוטומט,,"35,000 ₪"
3418,שפרעם,פרטית,פרטית,14,12/2022,3,לא,לא,סקודה אוקטביה,בנזין,1197,כסף מטלי,"134,000",2011,12/2011,אוטומט,,"30,000 ₪"
3419,גן יבנה,פרטית,,3,03/2022,1,לא,כן,טויוטה C-HR,בנזין,1798,אפור מטאלי,"33,000",2018,03/2018,אוטומט,,"120,000 ₪"
3420,חדרה,ליסינג,,2,09/2022,1,כן,לא,יונדאי איוניק,בנזין,1580,לבן,"125,000",2018,09/2018,אוטומט,כפיר עסקי רכב,"79,000 ₪"
3421,חיפה,פרטית,פרטית,12,01/2023,2,לא,לא,ניסאן קשקאי,בנזין,1197,לבן פנינה,"71,754",2018,01/2018,אוטומט,,לא צוין מחיר
3422,רמת ישי,פרטית,פרטית,13,,2,לא,לא,פיאט פונטו איבו (דור III מתיחת פנים),בנזין,1368,לבן,"75,000",2011,,ידנית,,"17,000 ₪"
3423,הוד השרון,פרטית,ליסינג,13,07/2022,2,לא,לא,יונדאי אלנטרה (2016 ואילך),בנזין,1591,אפור מטאלי,"148,000",2016,07/2016,אוטומט,,"60,000 ₪"
3424,חיפה,פרטית,פרטית,13,03/2022,2,לא,לא,אאודי A4,בנזין,1798,לבן,"180,000",2016,01/2016,אוטומט,,"75,000 ₪"
3425,קרית יערים,פרטית,פרטית,NaN,,4,לא,לא,סקודה פאביה,בנזין,1390,צהוב,"360,000",2006,,ידנית,,"6,000 ₪"
3426,חיפה,פרטית,פרטית,7,12/2021,2,כן,לא,פיג'ו 208,בנזין,1199,שחור מטאלי,"98,000",2015,11/2015,אוטומט,טרייד קאר,"27,900 ₪"
3427,חדרה,ליסינג,,7,07/2022,1,לא,לא,רנו מגאן גראנד קופה,דיזל,1461,לבן מטאלי,"101,000",2018,07/2018,אוטומט,אופרייט,"88,000 ₪"
3428,רמלה,פרטית,ליסינג,14,10/2022,2,כן,לא,פיג'ו 3008,בנזין,1598,לבן פנינה,"115,000",2017,10/2017,אוטומט,מכוניות גור,1800 ₪ לחודש
3429,ראשון לציון,פרטית,ליסינג,15,09/2022,2,כן,לא,קיה ספורטז',דיזל,1598,כסוף,"31,000",2019,09/2019,אוטומט,אופרייט,"120,900 ₪"
3430,רחובות,פרטית,ליסינג,15,12/2022,3,כן,לא,מאזדה 3,בנזין,1598,שחור מטאלי,"170,000",2009,12/2009,אוטומט,פרייבט קאר,"24,000 ₪"
3431,אשדוד,פרטית,פרטית,9,03/2024,2,לא,לא,רנו קדגא'ר,דיזל,1461,שחור מטאלי,"61,000",2020,03/2020,אוטומט,אופרייט,"130,000 ₪"
3432,חולון,פרטית,פרטית,14,05/2022,2,כן,לא,ניסאן קשקאי,בנזין,1197,לבן,"90,000",2015,05/2015,אוטומט,טרייד אין חולון,"64,800 ₪"
3433,ראשון לציון,פרטית,פרטית,7,06/2022,2,כן,לא,סוזוקי ספלאש,בנזין,1242,כסף מטלי,"68,000",2015,06/2015,אוטומט,טרייד מוביל,"46,900 ₪"
3434,ראשון לציון,פרטית,פרטית,15,05/2022,5,כן,לא,קאדילק CTS,בנזין,2997,שחור,"160,000",2011,05/2011,אוטומט,אוטו שי,לא צוין מחיר
3435,חדרה,ליסינג,,6,02/2022,1,לא,לא,סקודה ראפיד,בנזין,999,לבן,"90,000",2019,02/2019,אוטומט,אופרייט,"72,000 ₪"
3436,חיפה,פרטית,,12,03/2022,1,כן,לא,מאזדה 3,בנזין,1998,אפור עכבר,"80,000",2017,03/2017,אוטומט,נקסט קאר,"89,500 ₪"
3437,ראשון לציון,פרטית,,14,12/2021,1,כן,לא,אינפיניטי Q50,בנזין,1991,כסוף מטאלי,"62,000",2018,07/2018,אוטומט,אינפיניטי טרייד אין,"158,990 ₪"
3438,ראשון לציון,פרטית,,15,,0,כן,לא,ב.מ.וו X5,דיזל,2993,שחור מטאלי,,2021,,אוטומט,AYALONMOTORS,לא צוין מחיר
3439,ראשון לציון,פרטית,פרטית,14,,2,כן,לא,ב.מ.וו סדרה 3,בנזין,1499,לבן,"126,000",2016,,אוטומט,ענק הרכבים,1100 ₪ לחודש
3440,ראשון לציון,פרטית,פרטית,12,05/2022,2,כן,לא,מאזדה CX-30,בנזין,2488,כסוף,"18,000",2021,05/2021,אוטומט,אדיר ליסינג,"159,000 ₪"
3441,ראשון לציון,ליסינג,פרטית,11,,1,כן,לא,אאודי A3,בנזין,1395,לבן,"89,000",2017,,אוטומט,ענק הרכבים,1250 ₪ לחודש
3442,שילת,פרטית,,15,10/2022,1,כן,לא,אופל אסטרה,טורבו דיזל,1598,לבן,"140,000",2017,10/2017,אוטומט,סולי קאר,"44,800 ₪"
3443,חדרה,ליסינג,,2,02/2022,1,לא,לא,טויוטה קורולה הייבריד,בנזין,1798,אפור מטאלי,"91,000",2019,02/2019,אוטומט,אופרייט,"103,000 ₪"
3444,רחובות,פרטית,פרטית,NaN,12/2022,4,לא,לא,סוזוקי איגניס,בנזין,1328,אפור,"203,360",2002,,אוטומט,,"5,950 ₪"
3445,גבעתיים,פרטית,פרטית,12,07/2022,3,כן,לא,אאודי A1,בנזין,1390,קרם,"158,000",2011,11/2011,אוטומט,,"40,700 ₪"
3446,קרית עקרון,פרטית,פרטית,15,09/2022,3,כן,לא,פורד S-מקס,בנזין,1999,כחול כהה מטאלי,"110,000",2013,08/2013,אוטומט,,"30,000 ₪"
3447,רמלה,פרטית,,15,,1,לא,לא,קאדילק XT5,בנזין,1997,אפור מטאלי,"18,000",2021,01/2021,אוטומט,,"295,000 ₪"
3448,נהריה,פרטית,פרטית,3,01/2022,2,לא,לא,יונדאי סונטה הייבריד,בנזין,1999,שחור,"80,000",2018,01/2018,אוטומט,,"115,000 ₪"
3449,חיפה,פרטית,פרטית,NaN,06/2022,2,לא,לא,מאזדה 323 לאנטיס,בנזין,1598,ירוק בקבוק,"179,000",2000,10/2000,אוטומט,,"5,000 ₪"
3450,ג'וליס,פרטית,פרטית,7,,2,לא,לא,רנו מגאן גראנד קופה,דיזל,1461,כסוף מטאלי,"160,000",2018,08/2018,אוטומט,,"84,000 ₪"
